Address,Prices,Bedroom,Bathroom,Parking,Type_Apartment,Type_House,Type_Townhouse
"107/13 Wellington Street, 
ST KILDA VIC 3182",620.0,2,2,1,1,0,0
"3/28 Roland Avenue, 
STRATHMORE VIC 3041",620.0,2,2,1,0,0,1
"1205/33-43 Batman Street, 
WEST MELBOURNE VIC 3003",620.0,2,1,1,1,0,0
"1/20 Pascoe Street, 
WESTMEADOWS VIC 3049",620.0,4,3,4,0,0,1
"5 Wheeler court, 
WHEELERS HILL VIC 3150",620.0,4,2,4,0,1,0
"14 Wimmera Crescent, 
WOLLERT VIC 3750",620.0,4,2,2,0,1,0
"307/254 Hampshire Road, 
SUNSHINE VIC 3020",2700.0,2,2,1,1,0,0
"1/147 Curzon Street, 
NORTH MELBOURNE VIC 3051",450.0,2,1,1,1,0,0
"5/23-25 Seabeach Parade, 
NORTH SHORE VIC 3214",450.0,3,2,2,0,0,1
"25/341 Heidelberg Road, 
NORTHCOTE VIC 3070",450.0,1,1,1,1,0,0
"41/2-4 Samada Street, 
NOTTING HILL VIC 3168",450.0,1,1,1,1,0,0
"6/43 Watt Avenue, 
OAK PARK VIC 3046",450.0,2,2,1,1,0,0
OAK PARK VIC 3046,450.0,2,1,1,0,0,1
"2/18 Josephine St., 
OAK PARK VIC 3046",450.0,3,1,2,0,0,1
"4/7 Albert Avenue, 
OAKLEIGH VIC 3166",450.0,2,1,1,1,0,0
"310/19-21 Hanover Street, 
OAKLEIGH VIC 3166",450.0,1,1,1,1,0,0
"4/10 Coonil Street, 
OAKLEIGH SOUTH VIC 3167",450.0,2,1,1,1,0,0
"2/118 Bonnyvale Rd, 
OCEAN GROVE VIC 3226",450.0,3,1,1,0,1,0
"7A Achilles Ct, 
OCEAN GROVE VIC 3226",450.0,2,1, ,0,1,0
"85 Marlin Drive, 
OCEAN GROVE VIC 3226",450.0,2,1,2,0,1,0
"7 Sunset Strip, 
OCEAN GROVE VIC 3226",450.0,3,1,1,0,1,0
"3/38 Lillimur Road, 
ORMOND VIC 3204",450.0,2,1,1,1,0,0
"905/51 Galada Avenue, 
PARKVILLE VIC 3052",450.0,1,1,1,1,0,0
"5 Sheddon Street, 
PASCOE VALE VIC 3044",450.0,2,1,2,0,1,0
"1023 Dandenong Road, 
MALVERN EAST VIC 3145",240.0,1,1, ,1,0,0
"32 St Edmonds Road, 
PRAHRAN VIC 3181",240.0, ,1, ,1,0,0
"42 Porter Street, 
PRAHRAN VIC 3181",240.0,1,1, ,1,0,0
"27 Weldon Street, 
TARNEIT VIC 3029",240.0,1,1,1,0,1,0
"126 Edith Street, 
TARNEIT VIC 3029",240.0,1,1,1,0,1,0
"5/7 Parker Street, 
WERRIBEE VIC 3030",240.0,1,1, ,0,1,0
"386 Burwood Highway, 
BURWOOD VIC 3125",245.0,1,1, ,1,0,0
"6/28 Sydney Street, 
ALBION VIC 3020",250.0,1,1,1,1,0,0
"2/61 Tucker Street, 
BREAKWATER VIC 3219",250.0,1,1,1,1,0,0
"308 Burwood Highway, 
BURWOOD VIC 3125",250.0,1,1,11,1,0,0
"1/5 Browns Road, 
CLAYTON VIC 3168",250.0,6,3, ,1,0,0
"117-119 Ballarat Road, 
FOOTSCRAY VIC 3011",250.0,1,1, ,1,0,0
"Room 3/39A Culcairn Drive, 
FRANKSTON SOUTH VIC 3199",250.0,1,1, ,1,0,0
"35 Dunne Street, 
KINGSBURY VIC 3083",250.0,1,3,2,0,1,0
"60 Waverley Road, 
MALVERN EAST VIC 3145",250.0,1,1, ,1,0,0
"6 High Street, 
NORTH MELBOURNE VIC 3051",250.0,1,1, ,1,0,0
"226 Normanby Road, 
NOTTING HILL VIC 3168",250.0,1,1, ,0,1,0
"11 Ranfurlie Avenue, 
POINT COOK VIC 3030",600.0,4,2,2,0,1,0
"6/85 Pickles Street, 
PORT MELBOURNE VIC 3207",600.0,2,1,1,1,0,0
"91 Raglan Street, 
PORT MELBOURNE VIC 3207",595.0,2,1, ,0,1,0
"E707/126 Rouse Street, 
PORT MELBOURNE VIC 3207",595.0,2,1,1,1,0,0
"103/27 Macquarie Street, 
PRAHRAN VIC 3181",595.0,2,1,1,1,0,0
"603/25 Clifton St, 
PRAHRAN VIC 3181",600.0,2,1,1,1,0,0
"8/123 Chomley Street, 
PRAHRAN VIC 3181",600.0,2,1,1,1,0,0
"2/37A Raleigh Street, 
PRAHRAN VIC 3181",600.0,2,1,1,1,0,0
"47 Clifton Street, 
PRAHRAN VIC 3181",595.0,2,1, ,0,1,0
"18 J Street, 
PRESTON VIC 3072",600.0,4,2,1,0,1,0
"259 Pigdon St, 
PRINCES HILL VIC 3054",600.0,2,1,1,0,1,0
"13 Newton Street, 
RESERVOIR VIC 3073",600.0,2,2,1,0,0,1
"2/103 Royal Parade, 
RESERVOIR VIC 3073",600.0,2,1,1,0,0,1
"3/8 Barry Street, 
RESERVOIR VIC 3073",600.0,3,1,2,0,1,0
"3/103 Royal Parade, 
RESERVOIR VIC 3073",600.0,2,1,1,0,0,1
"14 Taylor Avenue, 
RESERVOIR VIC 3073",600.0,3,2,1,0,0,1
"1/35 Barry Street, 
RESERVOIR VIC 3073",600.0,3,2,1,0,0,1
"205/382-384 Burnley Street, 
RICHMOND VIC 3121",600.0,2,2,1,1,0,0
"3/23 River Street, 
RICHMOND VIC 3121",595.0,2,1,1,1,0,0
"75 Gardner Street, 
RICHMOND VIC 3121",600.0,2,1, ,0,1,0
"22 Bindarri Grove, 
BOTANIC RIDGE VIC 3977",600.0,4,2,2,0,1,0
"9 Inventory Walk, 
BRAYBROOK VIC 3019",595.0,3,2,2,0,1,0
"G27/209 Bay Street, 
BRIGHTON VIC 3186",600.0,2,2,1,1,0,0
"11/4 Mitchell Street, 
BRUNSWICK VIC 3056",595.0,2,1,1,0,0,1
"401/26 BREESE STREET, 
BRUNSWICK VIC 3056",600.0,2,2,1,1,0,0
"584A Sydney Road, 
BRUNSWICK VIC 3056",600.0,3,1,1,0,1,0
"101/108-124 Union Street, 
BRUNSWICK VIC 3056",600.0,3,1,1,1,0,0
"38 Hanover Street, 
BRUNSWICK VIC 3056",595.0,2,1, ,0,1,0
"G03/356-360 Lygon Street, 
BRUNSWICK EAST VIC 3057",595.0,2,2,1,1,0,0
"701/22 Barkly Street, 
BRUNSWICK EAST VIC 3057",600.0,2,1,1,1,0,0
"303/1 Olive York Way, 
BRUNSWICK WEST VIC 3055",600.0,2,2,1,1,0,0
"202/1091 Plenty Road, 
BUNDOORA VIC 3083",600.0,2,1,1,1,0,0
"3/28 Fairway Court, 
BUNDOORA VIC 3083",600.0,4,3,2,0,0,1
"10 Barnes Avenue, 
BURWOOD VIC 3125",600.0,2,1,2,0,1,0
"3019/551 Swanston Street, 
CARLTON VIC 3053",600.0,2,1, ,1,0,0
"104/545 Rathdowne Street, 
CARLTON VIC 3053",600.0,2,2,1,1,0,0
"50 Andrew Street, 
NORTHCOTE VIC 3070",650.0,3,1, ,0,1,0
"3/2 Grevillia Road, 
OAK PARK VIC 3046",650.0,3,2,2,0,0,1
"2A Cartwright Street, 
OAK PARK VIC 3046",650.0,3,2,3,0,0,1
"61 Hatter Street, 
OAKLEIGH VIC 3166",650.0,3,1,2,0,1,0
"6 Connell Road, 
OAKLEIGH VIC 3166",650.0,3,1,2,0,1,0
"21 Axford Cre, 
OAKLEIGH SOUTH VIC 3167",650.0,4,2,1,0,1,0
"40 Waverley Parade, 
PASCOE VALE VIC 3044",650.0,3,1,1,0,1,0
"31 Rainer Street, 
PASCOE VALE SOUTH VIC 3044",650.0,3,2,1,0,1,0
"13 Erinka Crescent, 
PATTERSON LAKES VIC 3197",650.0,3,2,2,0,1,0
"97 Festival Drive, 
POINT COOK VIC 3030",650.0,5,3,2,0,1,0
"160 Citybay Drive, 
POINT COOK VIC 3030",650.0,5,3,2,0,1,0
"21 Mirka Way, 
POINT COOK VIC 3030",650.0,4,2,2,0,1,0
"19 McNaught Street, 
POINT LONSDALE VIC 3225",650.0,4,2,2,0,1,0
"5 Casablanca Street, 
POINT LONSDALE VIC 3225",650.0,3,2,2,0,1,0
"6 The Bend, 
PORT MELBOURNE VIC 3207",650.0,2,1,1,0,1,0
"58 Durcell Avenue, 
PORTSEA VIC 3944",650.0,4,2,1,0,1,0
"205/10 Porter Street, 
PRAHRAN VIC 3181",650.0,2,2,1,1,0,0
"1/79 Dodds Street, 
SOUTHBANK VIC 3006",675.0,2,1,1,1,0,0
"307/260 City Rd, 
SOUTHBANK VIC 3006",675.0,1,1, ,1,0,0
"3/25 Lansdowne Road, 
ST KILDA EAST VIC 3183",675.0,3,1,1,1,0,0
"9 Ivan Street, 
STRATHMORE VIC 3041",675.0,2,2,1,0,0,1
"403/175 Rosslyn Street, 
WEST MELBOURNE VIC 3003",675.0,2,2,1,1,0,0
"26 Aspire Place, 
KEYSBOROUGH VIC 3173",679.0,3,2,1,0,0,1
"5A Bright Avenue, 
ALTONA NORTH VIC 3025",680.0,3,2,1,0,1,0
"10 Kooyong Road, 
ARMADALE VIC 3143",680.0,3,1,1,0,1,0
"82 North Street, 
ASCOT VALE VIC 3032",680.0,3,1,1,0,1,0
"1A Sydney Street, 
ASCOT VALE VIC 3032",680.0,3,1, ,0,1,0
"60 Brisbane Street, 
BERWICK VIC 3806",680.0,5,3,2,0,1,0
"67 Tinning St, 
BRUNSWICK VIC 3056",680.0,3,1,1,0,1,0
"4/19 McIlwriath St,, 
CARLTON VIC 3053",680.0,2,1,1,1,0,0
"1818/160 Victoria Street, 
CARLTON VIC 3053",680.0,2,1, ,1,0,0
"133 Fenwick Street, 
CARLTON NORTH VIC 3054",680.0,2,1, ,0,1,0
"12 Ravenswood Court, 
CARRUM DOWNS VIC 3201",680.0,5,2,4,0,1,0
"461 Glen Eira Road, 
CAULFIELD VIC 3162",680.0,3,1, ,0,1,0
"3/17 Waratah Avenue, 
TULLAMARINE VIC 3043",380.0,2,1,1,1,0,0
"29/112A Mickleham Rd, 
TULLAMARINE VIC 3043",380.0,2,1,1,1,0,0
"4 Dobell Crescent, 
WERRIBEE VIC 3030",380.0,3,1,4,0,1,0
"25 Nattarak Avenue, 
WERRIBEE VIC 3030",400.0,3,2,1,0,1,0
"2/24 Riverside Avenue, 
WERRIBEE VIC 3030",380.0,3,2,2,0,1,0
"103 Duncans Road, 
WERRIBEE VIC 3030",380.0,3,1,1,0,1,0
"8/62 Anzac Drive, 
WOLLERT VIC 3750",380.0,2,1,2,0,0,1
"1 Whitehaven Street, 
WYNDHAM VALE VIC 3024",380.0,3,1,2,0,1,0
"14 Havelock Place, 
WYNDHAM VALE VIC 3024",380.0,2,1,1,0,1,0
"6/3 Coles Court, 
BEAUMARIS VIC 3193",400.0,1,1, ,1,0,0
"6 Mokhtar Drive, 
HOPPERS CROSSING VIC 3029",400.0,4,2,1,0,1,0
"7/8 Clyde Street, 
MARIBYRNONG VIC 3032",400.0,2,1,1,1,0,0
"1/18 McDonald Street, 
WERRIBEE VIC 3030",400.0,2,1,1,1,0,0
"29 Marjorie Avenue, 
BELMONT VIC 3216",385.0,3,1,1,0,1,0
"16 Waxflower Crescent, 
BUNDOORA VIC 3083",385.0,2,2,2,1,0,0
"1007/131 Pelham Street, 
CARLTON VIC 3053",385.0,1,1, ,1,0,0
"12/31 Rosstown Road, 
CARNEGIE VIC 3163",385.0,1,1,1,1,0,0
"1/246 Ryrie Street, 
GEELONG VIC 3220",385.0,2,1,1,1,0,0
"4/16 Princes St, 
ABBOTSFORD VIC 3067",850.0,3,2,1,0,0,1
"B1001/8 Grosvenor Street, 
ABBOTSFORD VIC 3067",850.0,3,2,1,1,0,0
"150 Danks Street, 
ALBERT PARK VIC 3206",850.0,2,1, ,0,1,0
"4/151 Victoria Avenue, 
ALBERT PARK VIC 3206",850.0,2,1,1,1,0,0
"2 Densham Road, 
ARMADALE VIC 3143",850.0,2,1,1,0,1,0
"11 Aspect Avenue, 
ASCOT VALE VIC 3032",850.0,4,3,2,0,0,1
"73 Station Street, 
ASPENDALE VIC 3195",850.0,4,2,2,0,1,0
"21 Orange Grove, 
BALACLAVA VIC 3183",850.0,3,1,1,0,1,0
"3 Gourlay St, 
BALACLAVA VIC 3183",850.0,3,2, ,0,1,0
"62 Grosvenor Street, 
BALACLAVA VIC 3183",850.0,3,1,1,0,1,0
"14b Thorn St, 
BARWON HEADS VIC 3227",850.0,3,2,2,1,0,0
"13 Ludwell Cres, 
BENTLEIGH EAST VIC 3165",850.0,5,2,2,0,1,0
"687 Warrigal Road, 
BENTLEIGH EAST VIC 3165",850.0,4,2,2,0,1,0
"15 Hector Close, 
BITTERN VIC 3918",850.0,4,2,2,0,1,0
"39 Comer Street, 
BRIGHTON EAST VIC 3187",850.0,4,2,2,0,1,0
"31 Rose Street, 
BRUNSWICK VIC 3056",850.0,4,1,1,0,1,0
"2/22 Albert Street, 
BRUNSWICK EAST VIC 3057",850.0,3,2,2,0,0,1
"G9/77 Nicholson Street, 
BRUNSWICK EAST VIC 3057",850.0,2,1,1,0,0,1
"3/6 Edwards Street, 
BURWOOD VIC 3125",845.0,2,3,1,0,0,1
"101/60 La Scala Avenue, 
MARIBYRNONG VIC 3032",550.0,2,2,1,1,0,0
"7 Covent Gardens, 
POINT COOK VIC 3030",500.0,3,2,2,0,1,0
"31 Hood Crescent, 
SUNBURY VIC 3429",550.0,3,1,2,0,1,0
"10 Durant Circuit, 
KALKALLO VIC 3064",550.0,5,3,2,0,1,0
"127 Noga Avenue, 
KEILOR EAST VIC 3033",550.0,3,1,4,0,1,0
"27 Loxwood Avenue, 
KEYSBOROUGH VIC 3173",550.0,3,2,1,0,1,0
"18/5 Linoak Avenue, 
LALOR VIC 3075",550.0,3,3,2,0,0,1
"37 Erskine Road, 
MACLEOD VIC 3085",550.0,3,1, ,0,1,0
"7/172 Wattletree Road, 
MALVERN VIC 3144",550.0,2,1,1,1,0,0
"6/1407 Dandenong Road, 
MALVERN EAST VIC 3145",550.0,2,2,1,1,0,0
"10 Clarence St, 
MALVERN EAST VIC 3145",550.0,3,1,1,0,1,0
"1/4 Ash Grove, 
MALVERN EAST VIC 3145",550.0,2,1,1,1,0,0
"9/95 Paxton Street, 
MALVERN EAST VIC 3145",550.0,2,1,1,1,0,0
"217/339 Swanston St, 
MELBOURNE VIC 3000",500.0,2,1, ,1,0,0
"4116S/220 Spencer Street, 
MELBOURNE VIC 3000",500.0,1,1, ,1,0,0
"107/12 Queens Road, 
MELBOURNE VIC 3004",500.0,1,1, ,1,0,0
"1515/250 Elizabeth Street, 
MELBOURNE VIC 3000",500.0,1,1, ,1,0,0
"2604/8 Downie Street, 
MELBOURNE VIC 3000",500.0,2,1, ,1,0,0
"807/5 Sutherland Street, 
MELBOURNE VIC 3000",500.0,1,1, ,1,0,0
"2412/181 ABeckett Street, 
MELBOURNE VIC 3000",500.0,1,1, ,1,0,0
"3404/618 Lonsdale Street, 
MELBOURNE VIC 3000",500.0,1,1, ,1,0,0
"1506/80 A'Beckett Street, 
MELBOURNE VIC 3000",500.0,1,1, ,1,0,0
"1706/87 Franklin Street, 
MELBOURNE VIC 3000",500.0,1,1, ,1,0,0
"3101/33 Rose Lane, 
MELBOURNE VIC 3000",500.0,1,1, ,1,0,0
"714/233 Collins Street, 
MELBOURNE VIC 3000",500.0,1,1, ,1,0,0
"1614/33 Mackenzie Street, 
MELBOURNE VIC 3000",500.0,1,1, ,1,0,0
"1504/568 St Kilda Road, 
MELBOURNE VIC 3004",500.0,1,1,1,1,0,0
"1201/9-23 Mackenzie Street, 
MELBOURNE VIC 3000",500.0,1,1, ,1,0,0
"2205/80 Abeckett, 
MELBOURNE VIC 3000",500.0,1,1, ,1,0,0
"113/360 St Kilda Road, 
MELBOURNE VIC 3000",500.0,1,1,1,1,0,0
"113/360 St Kilda Road, 
MELBOURNE VIC 3004",500.0,1,1,1,1,0,0
"20 Shoalhaven Boulevard, 
MOUNT DUNEED VIC 3217",575.0,4,2,2,0,1,0
"313/330 Lygon Street, 
BRUNSWICK EAST VIC 3057",555.0,2,2,1,1,0,0
"16C Banksia Street, 
CLAYTON VIC 3168",555.0,2,1,2,0,1,0
"812V/162 Albert Street, 
EAST MELBOURNE VIC 3002",555.0,2,1,1,1,0,0
"19 Cambridge Drive, 
GLEN WAVERLEY VIC 3150",555.0,3,1,1,0,1,0
"Lonsdale, 
MELBOURNE VIC 3000",555.0,2,1, ,1,0,0
"114 Mansfield Street, 
BERWICK VIC 3806",560.0,4,2,2,0,1,0
"9 Lansdowne Street, 
BLAIRGOWRIE VIC 3942",560.0,3,2,3,0,1,0
"1/195-197 Brunswick Road, 
BRUNSWICK VIC 3056",560.0,2,1,1,0,1,0
"G06/96 Albert Street, 
BRUNSWICK EAST VIC 3057",560.0,2,2,1,1,0,0
"67 Leichhardt Ave, 
BURNSIDE HEIGHTS VIC 3023",560.0,4,2,2,0,1,0
"806/488 Swanston Street, 
CARLTON VIC 3053",560.0,3,1, ,1,0,0
"13 Springlake Avenue, 
CAROLINE SPRINGS VIC 3023",560.0,4,2,2,0,1,0
"15 Webster Court, 
CARRUM DOWNS VIC 3201",560.0,4,2,2,0,1,0
"92 Waverley Road, 
CHADSTONE VIC 3148",560.0,3,1,2,0,1,0
"7 Tanya Court, 
CLARINDA VIC 3169",560.0,3,1,3,0,1,0
"34 Vivace Avenue, 
CLYDE VIC 3978",560.0,4,2,2,0,1,0
"6 Roskopp Avenue, 
CLYDE NORTH VIC 3978",560.0,4,2,2,0,1,0
"52 Jamieson Street, 
COBURG VIC 3058",560.0,3,1, ,0,1,0
"18/17 Ellesmere Road, 
WINDSOR VIC 3181",425.0,1,1,1,1,0,0
"7 Farmington Rd, 
WYNDHAM VALE VIC 3024",425.0,4,2,2,0,1,0
"9 Sugar Glider Way, 
CRAIGIEBURN VIC 3064",450.0,3,2,2,0,1,0
"12 Juliet Avenue, 
TARNEIT VIC 3029",450.0,4,2,4,0,1,0
"2/216 Dawson Street, 
BRUNSWICK VIC 3056",450.0,2,1,1,0,0,1
"557 Swanston St, 
CARLTON VIC 3053",429.0,1,1, ,1,0,0
"3/15 Irrelach Lane, 
COBURG VIC 3058",450.0,2,1,1,1,0,0
"5/15 Irrelach Lane, 
COBURG VIC 3058",450.0,2,1,1,1,0,0
"129 Melrose Drive, 
TULLAMARINE VIC 3043",450.0,3,2,1,0,1,0
"3/68 King Street, 
AIRPORT WEST VIC 3042",430.0,2,1,1,1,0,0
"1/59 Parer Road, 
AIRPORT WEST VIC 3042",430.0,2,1,1,0,1,0
"4/44 Fulham Road, 
ALPHINGTON VIC 3078",430.0,2,1,1,1,0,0
"10 Langley Street, 
ARDEER VIC 3022",430.0,3,1,3,0,1,0
"8 Mitchell St, 
BELMONT VIC 3216",430.0,3,1, ,0,1,0
"2 Magdalena Place, 
BERWICK VIC 3806",430.0,4,2, ,0,1,0
"1 Walker Place, 
BRAYBROOK VIC 3019",430.0,2,1,3,0,1,0
"62 Fidge Crescent, 
BREAKWATER VIC 3219",430.0,3,1,2,0,1,0
"213/2A Michael Street, 
BRUNSWICK VIC 3056",430.0,1,1,1,1,0,0
"2/17 Sydney Road, 
BRUNSWICK VIC 3056",430.0,1,1, ,1,0,0
"6/28 McLean Street, 
BRUNSWICK WEST VIC 3055",430.0,2,1,1,1,0,0
"81 James Cook Drive, 
MELTON WEST VIC 3337",410.0,3,2,2,0,1,0
"2 Pascoe Court, 
MELTON WEST VIC 3337",410.0,3,2,2,0,1,0
"21/30 Mentone Parade, 
MENTONE VIC 3194",410.0,1,1,1,1,0,0
"3/49 Balcombe Road, 
MENTONE VIC 3194",410.0,2,1,1,1,0,0
"6/12 Leicester Avenue, 
MOUNT ELIZA VIC 3930",410.0,1,1,1,1,0,0
"22 Wilton Avenue, 
NEWCOMB VIC 3219",410.0,3,1,2,0,1,0
"4/15 Speight Street, 
NEWPORT VIC 3015",410.0,2,1,1,1,0,0
"580 Bell Street, 
PASCOE VALE SOUTH VIC 3044",410.0,3,1,2,0,1,0
"12/446 BELL Street, 
PRESTON VIC 3072",410.0,2,2,1,1,0,0
"10 Reservoir Street, 
RESERVOIR VIC 3073",410.0,2,1,1,0,1,0
"4/860 Point Nepean Road, 
ROSEBUD VIC 3939",410.0,2,1,1,1,0,0
"G04/252 Bay Road, 
SANDRINGHAM VIC 3191",410.0,1,1,1,1,0,0
"11/5-9 Claude Street, 
SEAFORD VIC 3198",410.0,2,1,2,0,1,0
"905N/229 Toorak Road, 
SOUTH YARRA VIC 3141",410.0,1,1, ,1,0,0
"2/59 Albion Street, 
SOUTH YARRA VIC 3141",410.0,2,1,1,1,0,0
"3/24 Balmoral Avenue, 
SPRINGVALE VIC 3171",410.0,2,1, ,1,0,0
"76 East Esplanade, 
ST ALBANS VIC 3021",410.0,3,1, ,0,1,0
"4/76 Pakington Street, 
ST KILDA VIC 3182",410.0,1,1,1,1,0,0
"11 Hatfield Street, 
STRATHTULLOH VIC 3338",410.0,3,2,2,0,1,0
"3/4 Herbert Crescent, 
SUNBURY VIC 3429",410.0,2,1,1,1,0,0
"42A Packington Street, 
PRAHRAN VIC 3181",1.0,3,2,2,0,1,0
"41 Balmoral Avenue, 
SANDRINGHAM VIC 3191",1.0,5,3,2,0,1,0
"2/22 Boundary St, 
SOUTH MELBOURNE VIC 3205",1.0,4,2, ,1,0,0
"1801/2-14 Albert Road, 
SOUTH MELBOURNE VIC 3205",1400.0,3,2,3,1,0,0
"6 Stanley St, 
SOUTH YARRA VIC 3141",1.0,3,2,1,0,1,0
"262/183 City Road, 
SOUTHBANK VIC 3006",1400.0,2,2, ,1,0,0
"2204/22 Dorcas Street, 
SOUTHBANK VIC 3006",1400.0,2,2,1,1,0,0
"2105/14-16 The Esplanade, 
ST KILDA VIC 3182",1.0,2,2,2,1,0,0
"5 Dunstan Street, 
ST LEONARDS VIC 3223",1.0,3,2, ,0,1,0
"15C Alfred Street, 
BALACLAVA VIC 3183",1407.0,8,3, ,0,1,0
"3809/101 Therry St, 
MELBOURNE VIC 3000",1425.0,3,2,2,1,0,0
"913/246 Church St, 
RICHMOND VIC 3121",1.0,3,2,2,1,0,0
"3101/7 Riverside Quay, 
SOUTHBANK VIC 3006",1449.0,2,2,1,1,0,0
"4 Comas Road, 
BEAUMARIS VIC 3193",1.0,5,3,2,0,1,0
"1201/279 Wellington Parade South, 
EAST MELBOURNE VIC 3002",1.0,3,2,2,1,0,0
"54 Shoobra Road, 
ELSTERNWICK VIC 3185",1450.0,5,2,2,0,1,0
"1/6 Foam Street, 
ROSEBUD VIC 3939",530.0,3,2,2,1,0,0
"18 Greylea Grove, 
SEABROOK VIC 3028",530.0,3,2,2,0,1,0
"4/19 Austin Road, 
SEAFORD VIC 3198",530.0,3,1,1,1,0,0
"25 Elisdon Drive, 
SEAFORD VIC 3198",530.0,3,1,1,0,1,0
"18 Monet Place, 
SOUTH MORANG VIC 3752",530.0,3,2,2,0,1,0
"2/23 St Leonards Court, 
SOUTH YARRA VIC 3141",530.0,1,1,1,1,0,0
"1302/65 Coventry Street, 
SOUTHBANK VIC 3006",530.0,1,1,1,1,0,0
"1308/250 City Road, 
SOUTHBANK VIC 3006",530.0,2,1, ,1,0,0
"50/88 Kavanagh Street, 
SOUTHBANK VIC 3006",530.0,1,1,1,1,0,0
"3317/70 Southbank Boulevard, 
SOUTHBANK VIC 3006",530.0,1,1, ,1,0,0
"1617/39 Coventry Street, 
SOUTHBANK VIC 3006",530.0,1,1,1,1,0,0
"1411/70 Southbank Boulevard, 
SOUTHBANK VIC 3006",530.0,1,1, ,1,0,0
"3307/118 Kavanagh Street, 
SOUTHBANK VIC 3006",530.0,1,1,1,1,0,0
"4103/1 Balston Street, 
SOUTHBANK VIC 3006",530.0,1,1, ,1,0,0
"1/790 Princes Highway, 
SPRINGVALE VIC 3171",530.0,2,1,1,0,0,1
"6/790 Princes Highway, 
SPRINGVALE VIC 3171",530.0,2,1,1,0,0,1
"2/55 Westbury Street, 
ST KILDA EAST VIC 3183",530.0,2,1,1,1,0,0
"61 Pearl Bay Passage, 
ST LEONARDS VIC 3223",530.0,4,2,2,0,1,0
"1405/327 La Trobe Street, 
MELBOURNE VIC 3000",520.0,1,1, ,1,0,0
"1501/250 Elizabeth Street, 
MELBOURNE VIC 3000",520.0,2,1, ,1,0,0
"37 Merino Drive, 
MERNDA VIC 3754",520.0,4,2,2,0,1,0
"37 Prince Of Wales Avenue, 
MILL PARK VIC 3082",520.0,4,2,2,0,1,0
"44 Peyton Drive, 
MILL PARK VIC 3082",520.0,3,2,1,0,1,0
"2 Truscott Court, 
MILL PARK VIC 3082",520.0,4,2,2,0,1,0
"18 Pemberton Street, 
MOUNT DUNEED VIC 3217",520.0,4,2,2,0,1,0
"482 Highbury Road, 
MOUNT WAVERLEY VIC 3149",520.0,3,1,2,0,1,0
"8 Keys Court, 
NARRE WARREN VIC 3805",520.0,3,1,2,0,1,0
"22 Abercairn Drive, 
NARRE WARREN SOUTH VIC 3805",520.0,4,2,1,0,1,0
"3 Hickory Drive, 
NARRE WARREN SOUTH VIC 3805",520.0,3,2,2,0,1,0
"12 Thorpe Street, 
NEWPORT VIC 3015",520.0,3,1,3,0,1,0
"3 Mcrobert Street, 
NEWPORT VIC 3015",520.0,2,1,1,0,1,0
"1/401 Shannon Avenue, 
NEWTOWN VIC 3220",520.0,3,2,2,0,0,1
"36A Pettitt Cres, 
NORLANE VIC 3214",520.0,4,2,2,0,0,1
"8/150 Peel Street, 
NORTH MELBOURNE VIC 3051",520.0,1,1,1,1,0,0
"239 Abbotsford Street, 
NORTH MELBOURNE VIC 3051",520.0,2,1,1,0,1,0
"211/1213 Centre Road, 
OAKLEIGH SOUTH VIC 3167",520.0,2,1,1,1,0,0
"17a Arlington Crescent, 
OCEAN GROVE VIC 3226",520.0,3,2,1,0,1,0
"40 SYCAMORE STREET, 
LANGWARRIN VIC 3910",520.0,3,1,3,0,1,0
"40 Sycamore St, 
LANGWARRIN VIC 3910",520.0,3,1,1,0,1,0
"58 Coridale Boulevard, 
LARA VIC 3212",520.0,3,2,2,0,1,0
"16 Pickworth Drive, 
LEOPOLD VIC 3224",520.0,4,2,2,0,1,0
"31B Marriott Boulevard, 
LYNDHURST VIC 3975",520.0,3,3,2,0,0,1
"2/2 Omar Street, 
MAIDSTONE VIC 3012",520.0,2,2,1,0,0,1
"2114/33 Mackenzie Street, 
MELBOURNE VIC 3000",520.0,1,1, ,1,0,0
"1612/478 St Kilda Road, 
MELBOURNE VIC 3004",520.0,1,1,1,1,0,0
"2203/38 Rose Lane, 
MELBOURNE VIC 3000",520.0,1,1, ,1,0,0
"6010/568 Collins Street, 
MELBOURNE VIC 3000",520.0,1,1, ,1,0,0
"3107/639 Little Lonsdale Street, 
MELBOURNE VIC 3000",520.0,1,1, ,1,0,0
"808/483 Swanston Street, 
MELBOURNE VIC 3000",520.0,1,1, ,1,0,0
"1003/260 Spencer Street, 
MELBOURNE VIC 3000",520.0,1,1, ,1,0,0
"1403/11 Rose Lane, 
MELBOURNE VIC 3000",520.0,1,1, ,1,0,0
"1406/63 La Trobe Street, 
MELBOURNE VIC 3000",520.0,1,1, ,1,0,0
"2412/33 Mackenzie street, 
MELBOURNE VIC 3000",520.0,1,1, ,1,0,0
"1209/601 Little Lonsdale Street, 
MELBOURNE VIC 3000",530.0,1,1, ,1,0,0
"1903/462 Elizabeth St, 
MELBOURNE VIC 3000",530.0,1,1, ,1,0,0
"203/155 Bourke Street, 
MELBOURNE VIC 3000",530.0,2,1, ,1,0,0
"76 Trillium Boulevard, 
MICKLEHAM VIC 3064",530.0,4,2,2,0,1,0
"23 Silver Wattle Road, 
MOUNT DUNEED VIC 3217",530.0,4,2,3,0,1,0
