,Address,Suburb,Prices,Type_Apartment,Type_House,Type_Townhouse,Estimated resident population (no.),Population density (persons/km2),Median age - persons (years),Working age population (aged 15-64 years) (no.),Employed (no.),Unemployed (no.),Renter (no.),Health care and social assistance (no.),Financial and insurance services (no.),Administrative and support services (no.),Education and training (no.),Accommodation and food services (no.),Public administration and safety (no.),Value of residential building ($m),Houses - total (no.),Townhouses - total (no.),Apartments - total (no.),Median weekly household rental payment ($),Rented (no.),Count of homeless persons (no.),"Used at least one form of public transport (train, tram, bus, ferry) (no.)",Extracted_Address,latitude,longitude,num_stops,num_stations,num_schools,num_landmarks,distance to CBD,total_transport,Bedroom,Bathroom,Median equivalised total household income (weekly) ($)
62,"58 Melfin Drive, 
HILLSIDE VIC 3037",HILLSIDE,480.0,0,0,1,16335.0,2089.8,36.3,11585.0,0.0,0.0,20.0,64.0,30.0,56.0,15.0,47.0,6.0,10.0,4657.0,506.0,108.0,380.0,689.0,11.0,257.0,"58 Melfin Drive, 
HILLSIDE VIC 3037",-37.6851926,144.7465818,0.0,0.0,7.0,0.0,26.7,0.0,3,2,2125.0
63,"24 Toulouse Crescent, 
HOPPERS CROSSING VIC 3029",HOPPERS CROSSING,480.0,0,1,0,37666.0,4420.4,74.1,25272.0,0.0,0.0,193.0,157.0,63.0,174.0,47.0,96.0,17.0,18.0,11732.0,1105.0,1123.0,681.0,3309.0,228.0,884.0,"24 Toulouse Crescent, 
HOPPERS CROSSING VIC 3029",-37.8543766,144.6710758,0.0,0.0,13.0,0.0,48.4,0.0,3,2,844.0
64,"6/94 St Elmo Road, 
IVANHOE VIC 3079",IVANHOE,480.0,1,0,0,12561.0,2487.4,40.9,8357.0,0.0,0.0,27.0,190.0,68.0,41.0,28.0,68.0,3.0,35.0,2911.0,1189.0,1529.0,440.0,1505.0,16.0,343.0,"94 St Elmo Road, 
IVANHOE VIC 3079",-37.758512,145.0469764,0.0,0.0,17.0,0.0,9.7,0.0,2,1,1145.0
65,"4/88 Marshall Street, 
IVANHOE VIC 3079",IVANHOE,480.0,1,0,0,12561.0,2487.4,40.9,8357.0,0.0,0.0,27.0,190.0,68.0,41.0,28.0,68.0,3.0,35.0,2911.0,1189.0,1529.0,440.0,1505.0,16.0,343.0,"88 Marshall Street, 
IVANHOE VIC 3079",-37.77000765,145.04746353392784,0.0,1.0,19.0,0.0,8.6,1.0,2,1,1145.0
66,"316/80 Ormond Street, 
KENSINGTON VIC 3031",KENSINGTON,480.0,1,0,0,10874.0,5064.7,35.4,8210.0,0.0,0.0,34.0,94.0,37.0,50.0,14.0,60.0,4.0,38.0,907.0,2851.0,1781.0,416.0,2323.0,49.0,576.0,"80 Ormond Street, 
KENSINGTON VIC 3031",-37.79767,144.92822978225547,0.0,1.0,23.0,2.0,6.2,1.0,2,1,1866.0
67,"506/70 Speakmen Street, 
KENSINGTON VIC 3031",KENSINGTON,480.0,1,0,0,10874.0,5064.7,35.4,8210.0,0.0,0.0,34.0,94.0,37.0,50.0,14.0,60.0,4.0,38.0,907.0,2851.0,1781.0,416.0,2323.0,49.0,576.0,"70 Speakmen Street, 
KENSINGTON VIC 3031",-37.79397805,144.9160282529469,0.0,0.0,0.0,0.0,7.6,0.0,2,2,1510.0
68,"53 Bundeena Avenue, 
KEYSBOROUGH VIC 3173",KEYSBOROUGH,480.0,0,1,0,30488.0,2947.4,74.1,20238.0,0.0,0.0,51.0,133.0,81.0,156.0,21.0,142.0,11.0,76.0,8714.0,955.0,113.0,901.0,1710.0,176.0,468.0,"53 Bundeena Avenue, 
KEYSBOROUGH VIC 3173",-37.9874335,145.1730815,0.0,0.0,0.0,0.0,48.7,0.0,3,1,1510.0
69,"4 Somerset Drive, 
KEYSBOROUGH VIC 3173",KEYSBOROUGH,480.0,0,1,0,30488.0,2947.4,74.1,20238.0,0.0,0.0,51.0,133.0,81.0,156.0,21.0,142.0,11.0,76.0,8714.0,955.0,113.0,901.0,1710.0,176.0,468.0,"4 Somerset Drive, 
KEYSBOROUGH VIC 3173",-37.9874145,145.1827552,0.0,0.0,13.0,0.0,48.1,0.0,3,1,1608.0
70,"7 Louise Street, 
LALOR VIC 3075",LALOR,480.0,0,1,0,23663.0,4579.1,75.1,15020.0,0.0,0.0,121.0,74.0,31.0,96.0,17.0,79.0,7.0,42.0,7707.0,515.0,572.0,716.0,2182.0,154.0,648.0,"7 Louise Street, 
LALOR VIC 3075",-37.6676693,145.0289612,0.0,0.0,20.0,0.0,15.6,0.0,3,1,1608.0
71,"6/27 Malvern Grove, 
CAULFIELD VIC 3162",CAULFIELD,640.0,1,0,0,40971.0,7386.8,76.8,25978.0,0.0,0.0,49.0,627.0,536.0,223.0,109.0,173.0,19.0,408.0,7171.0,4995.0,5734.0,909.0,5319.0,186.0,1183.0,"27 Malvern Grove, 
CAULFIELD VIC 3162",-37.870004,145.029248,7.0,0.0,37.0,0.0,15.7,7.0,3,2,2072.0
72,"2/101 Point Nepean Road, 
DROMANA VIC 3936",DROMANA,640.0,1,0,0,13460.0,298.7,51.4,7548.0,0.0,0.0,53.0,52.0,44.0,62.0,23.0,66.0,3.0,95.0,7246.0,1339.0,224.0,405.0,1276.0,10.0,58.0,"101 Point Nepean Road, 
DROMANA VIC 3936",-38.3299025,144.9705945,0.0,0.0,0.0,0.0,95.1,0.0,3,1,2072.0
73,"2 Lee Street, 
FLEMINGTON VIC 3031",FLEMINGTON,640.0,0,1,0,9190.0,5813.5,34.2,6950.0,0.0,0.0,44.0,62.0,32.0,28.0,13.0,46.0,3.0,17.0,926.0,940.0,3285.0,324.0,2456.0,56.0,579.0,"2 Lee Street, 
FLEMINGTON VIC 3031",-37.7833877,144.9297263,2.0,1.0,24.0,0.0,6.1,3.0,2,1,1535.0
74,"8 Derby Street, 
KENSINGTON VIC 3031",KENSINGTON,640.0,0,0,1,10874.0,5064.7,35.4,8210.0,0.0,0.0,34.0,94.0,37.0,50.0,14.0,60.0,4.0,38.0,907.0,2851.0,1781.0,416.0,2323.0,49.0,576.0,"8 Derby Street, 
KENSINGTON VIC 3031",-37.7953234,144.9264007370753,0.0,1.0,27.0,3.0,6.1,1.0,3,2,2941.0
75,"109A Hansworth Street, 
MULGRAVE VIC 3170",MULGRAVE,640.0,0,0,1,20078.0,1873.1,39.7,12646.0,0.0,0.0,23.0,148.0,124.0,138.0,37.0,93.0,7.0,53.0,6123.0,1229.0,25.0,430.0,1530.0,93.0,366.0,"109A Hansworth Street, 
MULGRAVE VIC 3170",-37.9335586,145.1881099,0.0,0.0,0.0,0.0,33.3,0.0,3,2,931.0
76,"C706/111 Canning Street, 
NORTH MELBOURNE VIC 3051",NORTH MELBOURNE,640.0,1,0,0,15998.0,6597.7,31.3,12916.0,0.0,0.0,59.0,175.0,120.0,100.0,46.0,168.0,9.0,29.0,323.0,2056.0,6849.0,381.0,4386.0,253.0,1051.0,"111 Canning Street, 
NORTH MELBOURNE VIC 3051",-37.795578,144.9399609,0.0,0.0,27.0,7.0,5.2,0.0,2,1,1183.0
77,"1/73 Winifred Street, 
OAK PARK VIC 3046",OAK PARK,640.0,0,0,1,7976.0,3389.3,35.8,5661.0,0.0,0.0,17.0,33.0,17.0,26.0,6.0,25.0,0.0,22.0,1783.0,1425.0,230.0,401.0,985.0,18.0,370.0,"73 Winifred Street, 
OAK PARK VIC 3046",-37.7208324,144.9152603,0.0,0.0,20.0,0.0,10.4,0.0,3,2,1608.0
78,"4/8 Gregory St, 
OAK PARK VIC 3046",OAK PARK,640.0,1,0,0,7976.0,3389.3,35.8,5661.0,0.0,0.0,17.0,33.0,17.0,26.0,6.0,25.0,0.0,22.0,1783.0,1425.0,230.0,401.0,985.0,18.0,370.0,"8 Gregory St, 
OAK PARK VIC 3046",-37.7228448,144.9152584,0.0,0.0,18.0,0.0,10.5,0.0,3,2,1065.0
79,"3/3 Gerbert Street, 
BROADMEADOWS VIC 3047",BROADMEADOWS,490.0,0,1,0,14071.0,1594.1,32.9,9589.0,0.0,0.0,104.0,55.0,22.0,101.0,20.0,44.0,14.0,27.0,3623.0,1013.0,646.0,331.0,2094.0,206.0,514.0,"3 Gerbert Street, 
BROADMEADOWS VIC 3047",-37.6878621,144.933099,0.0,0.0,23.0,0.0,14.9,0.0,2,2,1281.0
80,"1/20 Walsh Street, 
BROADMEADOWS VIC 3047",BROADMEADOWS,490.0,0,0,1,14071.0,1594.1,32.9,9589.0,0.0,0.0,104.0,55.0,22.0,101.0,20.0,44.0,14.0,27.0,3623.0,1013.0,646.0,331.0,2094.0,206.0,514.0,"20 Walsh Street, 
BROADMEADOWS VIC 3047",-37.6885487,144.9226318,0.0,0.0,23.0,0.0,19.3,0.0,3,2,1371.0
81,"2/20 Walsh Street, 
BROADMEADOWS VIC 3047",BROADMEADOWS,490.0,0,0,1,14071.0,1594.1,32.9,9589.0,0.0,0.0,104.0,55.0,22.0,101.0,20.0,44.0,14.0,27.0,3623.0,1013.0,646.0,331.0,2094.0,206.0,514.0,"20 Walsh Street, 
BROADMEADOWS VIC 3047",-37.6885487,144.9226318,0.0,0.0,23.0,0.0,19.3,0.0,3,2,1371.0
82,"215/21 Plenty Road, 
BUNDOORA VIC 3083",BUNDOORA,490.0,1,0,0,16164.0,4872.6,79.4,10317.0,0.0,0.0,73.0,124.0,41.0,71.0,14.0,67.0,3.0,26.0,5611.0,730.0,188.0,765.0,1484.0,120.0,407.0,"21 Plenty Road, 
BUNDOORA VIC 3083",-37.6973744,145.0584603,4.0,0.0,15.0,0.0,14.4,4.0,2,2,677.0
83,"65 Leichhardt Avenue, 
BURNSIDE HEIGHTS VIC 3023",BURNSIDE HEIGHTS,490.0,0,1,0,6442.0,3228.4,33.4,4211.0,0.0,0.0,3.0,20.0,14.0,36.0,5.0,17.0,3.0,1.0,1637.0,170.0,0.0,411.0,309.0,6.0,120.0,"65 Leichhardt Avenue, 
BURNSIDE HEIGHTS VIC 3023",-37.735225,144.7555433,0.0,0.0,9.0,0.0,27.5,0.0,3,2,677.0
84,"4 Studley Park Way, 
CAROLINE SPRINGS VIC 3023",CAROLINE SPRINGS,490.0,0,1,0,20643.0,2969.1,35.4,14190.0,0.0,0.0,44.0,126.0,58.0,87.0,24.0,74.0,9.0,5.0,5975.0,526.0,341.0,401.0,1361.0,51.0,330.0,"4 Studley Park Way, 
CAROLINE SPRINGS VIC 3023",-37.7255847,144.740307,0.0,0.0,14.0,0.0,27.5,0.0,3,2,677.0
85,"26 Yaralla Circuit, 
CLYDE VIC 3978",CLYDE,490.0,0,1,0,25665.0,2310.5,61.8,16978.0,0.0,0.0,51.0,73.0,56.0,126.0,12.0,69.0,6.0,383.0,7644.0,171.0,0.0,831.0,1459.0,54.0,404.0,"26 Yaralla Circuit, 
CLYDE VIC 3978",-38.1223955,145.3461027,0.0,0.0,0.0,0.0,69.3,0.0,3,2,677.0
86,"204M/60 Stanley Street, 
COLLINGWOOD VIC 3066",COLLINGWOOD,490.0,1,0,0,9348.0,7378.6,33.2,7787.0,0.0,0.0,51.0,99.0,88.0,102.0,45.0,134.0,5.0,42.0,290.0,1377.0,3948.0,425.0,2888.0,28.0,492.0,"60 Stanley Street, 
COLLINGWOOD VIC 3066",-37.8021834,144.9850742,9.0,0.0,37.0,1.0,4.6,9.0,1,1,1870.0
87,"3/1150 Dandenong Road, 
CARNEGIE VIC 3163",CARNEGIE,500.0,1,0,0,18803.0,4942.3,36.0,13392.0,0.0,0.0,27.0,131.0,91.0,83.0,25.0,92.0,3.0,74.0,2749.0,2556.0,4131.0,395.0,3460.0,90.0,978.0,"1150 Dandenong Road, 
CARNEGIE VIC 3163",-37.8847223,145.0672739,0.0,0.0,20.0,0.0,20.8,0.0,2,1,1087.0
88,"4 Kai Close, 
CAROLINE SPRINGS VIC 3023",CAROLINE SPRINGS,500.0,0,0,1,20643.0,2969.1,35.4,14190.0,0.0,0.0,44.0,126.0,58.0,87.0,24.0,74.0,9.0,5.0,5975.0,526.0,341.0,401.0,1361.0,51.0,330.0,"4 Kai Close, 
CAROLINE SPRINGS VIC 3023",-37.7237865,144.7388933,0.0,0.0,15.0,0.0,27.3,0.0,2,1,1133.0
89,"14 Turnstone Court, 
CARRUM DOWNS VIC 3201",CARRUM DOWNS,500.0,0,1,0,22262.0,1096.2,36.4,15043.0,0.0,0.0,167.0,59.0,51.0,114.0,16.0,49.0,3.0,16.0,7042.0,1834.0,40.0,370.0,2267.0,39.0,248.0,"14 Turnstone Court, 
CARRUM DOWNS VIC 3201",-38.1112699,145.1607891,0.0,0.0,9.0,0.0,63.3,0.0,3,2,2329.0
90,"12 Baldwin Street, 
ARMADALE VIC 3143",ARMADALE,775.0,0,1,0,9436.0,4321.5,38.0,6445.0,0.0,0.0,12.0,208.0,134.0,61.0,29.0,81.0,3.0,68.0,1281.0,863.0,3223.0,421.0,1921.0,27.0,438.0,"12 Baldwin Street, 
ARMADALE VIC 3143",-37.8547959,145.0217836,8.0,1.0,36.0,0.0,13.8,9.0,2,1,1693.0
91,"174 Langridge Street, 
COLLINGWOOD VIC 3066",COLLINGWOOD,775.0,0,0,1,9348.0,7378.6,33.2,7787.0,0.0,0.0,51.0,99.0,88.0,102.0,45.0,134.0,5.0,42.0,290.0,1377.0,3948.0,425.0,2888.0,28.0,492.0,"174 Langridge Street, 
COLLINGWOOD VIC 3066",-37.8066362,144.9865052,8.0,0.0,33.0,6.0,5.2,8.0,3,1,1306.0
92,"7/56 Leicester Street, 
FITZROY VIC 3065",FITZROY,775.0,1,0,0,23564.0,12870.9,71.4,17755.0,0.0,0.0,75.0,468.0,158.0,120.0,55.0,320.0,3.0,99.0,1026.0,5087.0,6251.0,932.0,5354.0,232.0,978.0,"56 Leicester Street, 
FITZROY VIC 3065",-37.7954819,144.9801865,9.0,0.0,36.0,0.0,3.4,9.0,2,2,1133.0
93,"4/9 Storey Road, 
RESERVOIR VIC 3073",RESERVOIR,775.0,0,0,1,52065.0,10943.5,154.1,35092.0,0.0,0.0,490.0,184.0,112.0,216.0,60.0,165.0,12.0,153.0,14312.0,7827.0,1042.0,1439.0,7466.0,416.0,1900.0,"9 Storey Road, 
RESERVOIR VIC 3073",-37.7236149,145.0130906,0.0,0.0,0.0,0.0,9.9,0.0,3,2,1022.0
94,"14 MacFarlan Street, 
SOUTH YARRA VIC 3141",SOUTH YARRA,775.0,0,1,0,28123.0,21662.2,106.5,22280.0,0.0,0.0,76.0,497.0,622.0,236.0,87.0,356.0,6.0,79.0,1181.0,2094.0,15905.0,1278.0,8671.0,64.0,1947.0,"14 MacFarlan Street, 
SOUTH YARRA VIC 3141",-37.8399962,144.9883259,8.0,0.0,28.0,2.0,9.4,8.0,2,1,1696.0
95,"1513/81 City Road, 
SOUTHBANK VIC 3006",SOUTHBANK,775.0,1,0,0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,"81 City Road, 
SOUTHBANK VIC 3006",-37.822342,144.9651469,3.0,0.0,18.0,21.0,7.9,3.0,2,2,1693.0
96,"22 Canterbury Street, 
YARRAVILLE VIC 3013",YARRAVILLE,775.0,0,1,0,15653.0,2785.2,37.2,11006.0,0.0,0.0,56.0,98.0,72.0,65.0,29.0,75.0,13.0,45.0,4727.0,1123.0,858.0,462.0,1991.0,55.0,572.0,"22 Canterbury Street, 
YARRAVILLE VIC 3013",-37.8159456,144.8887941,0.0,1.0,14.0,0.0,15.1,1.0,3,1,3306.0
97,"134 Bridge Street, 
PORT MELBOURNE VIC 3207",PORT MELBOURNE,700.0,0,1,0,16373.0,5869.7,43.2,11248.0,0.0,0.0,46.0,151.0,173.0,119.0,37.0,122.0,3.0,27.0,522.0,3615.0,4826.0,522.0,3066.0,44.0,379.0,"134 Bridge Street, 
PORT MELBOURNE VIC 3207",-37.8369576,144.9439317,1.0,0.0,0.0,0.0,12.8,1.0,2,1,3905.0
98,"206 Heath St, 
PORT MELBOURNE VIC 3207",PORT MELBOURNE,700.0,0,1,0,16373.0,5869.7,43.2,11248.0,0.0,0.0,46.0,151.0,173.0,119.0,37.0,122.0,3.0,27.0,522.0,3615.0,4826.0,522.0,3066.0,44.0,379.0,"206 Heath St, 
PORT MELBOURNE VIC 3207",-37.83239685,144.94737762724435,1.0,0.0,6.0,0.0,12.2,1.0,2,1,5129.0
99,"16 Byrne Street, 
PORT MELBOURNE VIC 3207",PORT MELBOURNE,700.0,0,1,0,16373.0,5869.7,43.2,11248.0,0.0,0.0,46.0,151.0,173.0,119.0,37.0,122.0,3.0,27.0,522.0,3615.0,4826.0,522.0,3066.0,44.0,379.0,"16 Byrne Street, 
PORT MELBOURNE VIC 3207",-37.83702265,144.93416414170176,2.0,0.0,0.0,0.0,13.2,2.0,3,1,1432.0
100,"314/101 Bay Street, 
PORT MELBOURNE VIC 3207",PORT MELBOURNE,695.0,1,0,0,16373.0,5869.7,43.2,11248.0,0.0,0.0,46.0,151.0,173.0,119.0,37.0,122.0,3.0,27.0,522.0,3615.0,4826.0,522.0,3066.0,44.0,379.0,"101 Bay Street, 
PORT MELBOURNE VIC 3207",-37.8425339,144.938633,0.0,0.0,0.0,0.0,14.2,0.0,2,2,1627.0
101,"42/777 Bell Street, 
PRESTON VIC 3072",PRESTON,700.0,1,0,0,33825.0,6306.200000000001,75.0,24317.0,0.0,0.0,241.0,228.0,152.0,149.0,49.0,205.0,16.0,110.0,8290.0,3818.0,3159.0,791.0,5381.0,273.0,1434.0,"777 Bell Street, 
PRESTON VIC 3072",-37.7462477,145.0138954,0.0,0.0,24.0,0.0,7.5,0.0,3,2,1468.0
102,"6 Graham Court, 
PRESTON VIC 3072",PRESTON,700.0,0,1,0,33825.0,6306.200000000001,75.0,24317.0,0.0,0.0,241.0,228.0,152.0,149.0,49.0,205.0,16.0,110.0,8290.0,3818.0,3159.0,791.0,5381.0,273.0,1434.0,"6 Graham Court, 
PRESTON VIC 3072",-37.734417,144.9952197,2.0,0.0,24.0,0.0,6.8,2.0,4,2,1786.0
103,"1/103 Royal Parade, 
RESERVOIR VIC 3073",RESERVOIR,700.0,0,0,1,52065.0,10943.5,154.1,35092.0,0.0,0.0,490.0,184.0,112.0,216.0,60.0,165.0,12.0,153.0,14312.0,7827.0,1042.0,1439.0,7466.0,416.0,1900.0,"103 Royal Parade, 
RESERVOIR VIC 3073",-37.7137554,145.0127545,0.0,0.0,26.0,0.0,10.0,0.0,3,3,1786.0
104,"5/1 Drysdale Street, 
RESERVOIR VIC 3073",RESERVOIR,700.0,0,0,1,52065.0,10943.5,154.1,35092.0,0.0,0.0,490.0,184.0,112.0,216.0,60.0,165.0,12.0,153.0,14312.0,7827.0,1042.0,1439.0,7466.0,416.0,1900.0,"1 Drysdale Street, 
RESERVOIR VIC 3073",-37.7300627,145.0271923,0.0,0.0,23.0,0.0,10.2,0.0,3,3,1786.0
105,"3/3 Dumbarton Street, 
RESERVOIR VIC 3073",RESERVOIR,700.0,0,1,0,52065.0,10943.5,154.1,35092.0,0.0,0.0,490.0,184.0,112.0,216.0,60.0,165.0,12.0,153.0,14312.0,7827.0,1042.0,1439.0,7466.0,416.0,1900.0,"3 Dumbarton Street, 
RESERVOIR VIC 3073",-37.70146827777778,145.0232899111111,0.0,0.0,18.0,0.0,11.8,0.0,3,3,1786.0
106,"93 Elizabeth St, 
RICHMOND VIC 3121",RICHMOND,700.0,0,1,0,14083.0,7322.3,34.3,11182.0,0.0,0.0,48.0,325.0,111.0,82.0,40.0,136.0,0.0,22.0,800.0,1760.0,5641.0,400.0,4011.0,80.0,872.0,"93 Elizabeth St, 
RICHMOND VIC 3121",-37.8118955,145.0002779,12.0,0.0,32.0,0.0,6.9,12.0,3,1,2396.0
107,"28/15 River Boulevard, 
RICHMOND VIC 3121",RICHMOND,700.0,1,0,0,14083.0,7322.3,34.3,11182.0,0.0,0.0,48.0,325.0,111.0,82.0,40.0,136.0,0.0,22.0,800.0,1760.0,5641.0,400.0,4011.0,80.0,872.0,"15 River Boulevard, 
RICHMOND VIC 3121",-37.8120338,145.013165,3.0,0.0,25.0,0.0,7.9,3.0,2,2,2396.0
108,"5A Newry Street, 
RICHMOND VIC 3121",RICHMOND,700.0,0,0,1,14083.0,7322.3,34.3,11182.0,0.0,0.0,48.0,325.0,111.0,82.0,40.0,136.0,0.0,22.0,800.0,1760.0,5641.0,400.0,4011.0,80.0,872.0,"5A Newry Street, 
RICHMOND VIC 3121",-37.8247695,145.0065533,7.0,0.0,32.0,0.0,9.0,7.0,2,1,3905.0
109,"8/129 Hoddle Street, 
RICHMOND VIC 3121",RICHMOND,700.0,1,0,0,14083.0,7322.3,34.3,11182.0,0.0,0.0,48.0,325.0,111.0,82.0,40.0,136.0,0.0,22.0,800.0,1760.0,5641.0,400.0,4011.0,80.0,872.0,"129 Hoddle Street, 
RICHMOND VIC 3121",-37.8143334,144.9908285,2.0,1.0,35.0,3.0,6.6,3.0,2,2,3905.0
110,"3/10 Elaine Ct, 
RICHMOND VIC 3121",RICHMOND,700.0,1,0,0,14083.0,7322.3,34.3,11182.0,0.0,0.0,48.0,325.0,111.0,82.0,40.0,136.0,0.0,22.0,800.0,1760.0,5641.0,400.0,4011.0,80.0,872.0,"10 Elaine Ct, 
RICHMOND VIC 3121",-37.8125891,145.0138381,3.0,0.0,32.0,0.0,8.0,3.0,2,1,3905.0
111,"1408/7 Riverside Quay, 
SOUTHBANK VIC 3006",SOUTHBANK,950.0,1,0,0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,"7 Riverside Quay, 
SOUTHBANK VIC 3006",-37.82170615,144.96460395433735,1.0,0.0,17.0,18.0,8.0,1.0,3,2,1539.0
112,"1407/7 Riverside Quay, 
SOUTHBANK VIC 3006",SOUTHBANK,950.0,1,0,0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,"7 Riverside Quay, 
SOUTHBANK VIC 3006",-37.82170615,144.96460395433735,1.0,0.0,17.0,18.0,8.0,1.0,2,2,1539.0
113,"4701/35 Queens Bridge Street, 
SOUTHBANK VIC 3006",SOUTHBANK,950.0,1,0,0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,"35 Queens Bridge Street, 
SOUTHBANK VIC 3006",-37.8255566,144.9602667,4.0,0.0,15.0,14.0,13.2,4.0,2,2,1539.0
114,"901/1 Balston Street, 
SOUTHBANK VIC 3006",SOUTHBANK,950.0,1,0,0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,"1 Balston Street, 
SOUTHBANK VIC 3006",-37.82516395,144.96165600047658,3.0,0.0,17.0,18.0,8.3,3.0,3,2,1539.0
115,"3301/151 City Road, 
SOUTHBANK VIC 3006",SOUTHBANK,950.0,1,0,0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,"151 City Road, 
SOUTHBANK VIC 3006",-37.8229812,144.9633593,3.0,0.0,18.0,22.0,7.9,3.0,3,2,1539.0
116,"5003/45 Clarke Street, 
SOUTHBANK VIC 3006",SOUTHBANK,950.0,1,0,0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,"45 Clarke Street, 
SOUTHBANK VIC 3006",-37.82694215,144.9594693379729,6.0,0.0,15.0,10.0,13.3,6.0,3,2,1432.0
117,"12 Berry Street, 
YARRAVILLE VIC 3013",YARRAVILLE,950.0,0,1,0,15653.0,2785.2,37.2,11006.0,0.0,0.0,56.0,98.0,72.0,65.0,29.0,75.0,13.0,45.0,4727.0,1123.0,858.0,462.0,1991.0,55.0,572.0,"12 Berry Street, 
YARRAVILLE VIC 3013",-37.8116097,144.8961781,0.0,1.0,14.0,0.0,11.1,1.0,4,2,1432.0
118,"UNIT 13/18-22 ISLINGTON STREET, 
COLLINGWOOD VIC 3066",COLLINGWOOD,960.0,0,0,1,9348.0,7378.6,33.2,7787.0,0.0,0.0,51.0,99.0,88.0,102.0,45.0,134.0,5.0,42.0,290.0,1377.0,3948.0,425.0,2888.0,28.0,492.0,"18-22 ISLINGTON STREET, 
COLLINGWOOD VIC 3066",-37.8048193,144.9912477,0.0,2.0,35.0,0.0,5.4,2.0,3,2,1432.0
119,"67 Gordon Street, 
NEWPORT VIC 3015",NEWPORT,960.0,0,1,0,18985.0,2147.5,38.0,12783.0,0.0,0.0,50.0,129.0,58.0,62.0,33.0,70.0,8.0,184.0,4871.0,2323.0,587.0,460.0,2101.0,46.0,496.0,"67 Gordon Street, 
NEWPORT VIC 3015",-37.8369842,144.8670835,0.0,0.0,0.0,0.0,16.1,0.0,4,3,1432.0
120,"29B Glanfield Street, 
NORTHCOTE VIC 3070",NORTHCOTE,960.0,0,0,1,25657.0,8297.0,74.6,18476.0,0.0,0.0,100.0,278.0,75.0,87.0,49.0,135.0,3.0,56.0,5484.0,3192.0,2914.0,951.0,3882.0,89.0,1008.0,"29B Glanfield Street, 
NORTHCOTE VIC 3070",-37.7725876,145.0076676,0.0,0.0,31.0,0.0,4.5,0.0,3,2,1432.0
121,"2207/81 City Road, 
SOUTHBANK VIC 3006",SOUTHBANK,960.0,1,0,0,16538.0,20569.7,30.9,14882.0,0.0,0.0,48.0,84.0,112.0,76.0,26.0,73.0,0.0,69.0,5.0,199.0,12174.0,408.0,5855.0,30.0,1844.0,"81 City Road, 
SOUTHBANK VIC 3006",-37.822342,144.9651469,3.0,0.0,18.0,21.0,7.9,3.0,3,2,1432.0
122,"74 Clark Street, 
PORT MELBOURNE VIC 3207",PORT MELBOURNE,1000.0,0,1,0,16373.0,5869.7,43.2,11248.0,0.0,0.0,46.0,151.0,173.0,119.0,37.0,122.0,3.0,27.0,522.0,3615.0,4826.0,522.0,3066.0,44.0,379.0,"74 Clark Street, 
PORT MELBOURNE VIC 3207",-37.83560085,144.93412295000002,2.0,0.0,0.0,0.0,13.1,2.0,3,2,1627.0
123,"1/4 Gardner Street, 
RICHMOND VIC 3121",RICHMOND,1000.0,1,0,0,14083.0,7322.3,34.3,11182.0,0.0,0.0,48.0,325.0,111.0,82.0,40.0,136.0,0.0,22.0,800.0,1760.0,5641.0,400.0,4011.0,80.0,872.0,"4 Gardner Street, 
RICHMOND VIC 3121",-37.8188114,145.0052595,8.0,0.0,35.0,0.0,8.2,8.0,3,2,1693.0
124,"20 Medley Place, 
SOUTH YARRA VIC 3141",SOUTH YARRA,1000.0,0,1,0,28123.0,21662.2,106.5,22280.0,0.0,0.0,76.0,497.0,622.0,236.0,87.0,356.0,6.0,79.0,1181.0,2094.0,15905.0,1278.0,8671.0,64.0,1947.0,"20 Medley Place, 
SOUTH YARRA VIC 3141",-37.8432752,144.9934037,2.0,0.0,31.0,0.0,10.5,2.0,2,1,1598.0
125,"202/154 Chapel Street, 
ST KILDA VIC 3182",ST KILDA,1008.0,1,0,0,30189.0,12631.5,72.80000000000001,23753.0,0.0,0.0,105.0,263.0,253.0,183.0,83.0,261.0,10.0,41.0,1636.0,2218.0,14987.0,776.0,7769.0,576.0,1852.0,"154 Chapel Street, 
ST KILDA VIC 3182",-37.8701005,144.9903119,15.0,1.0,32.0,0.0,18.5,16.0,1,1,3102.0
